url,headline,date,
https://nypost.com/2023/11/12/opinion/palestinians-dont-want-to-govern-gaza-heres-why/,              Palestinians don't want to govern Gaza — here's why            ,2023-11-12,
https://nypost.com/2023/11/12/news/israel-battles-hamas-near-gazas-largest-hospital-as-hostage-deal-looms/,"              Israel battles Hamas near Gaza's largest hospital as hostage deal looms, Netanyahu says            ",2023-11-12,
https://nypost.com/2023/11/12/news/arabic-copy-of-adolf-hitlers-mein-kampf-found-inside-childs-room-in-gaza/,              Arabic copy of Adolf Hitler's 'Mein Kampf' found inside child's room in Gaza            ,2023-11-12,
https://nypost.com/2023/11/12/news/netanyahu-defends-record-on-civilians-battle-of-civilization-against-barbarism/,              Netanyahu defends record on civilian casualties in Gaza: 'battle of civilization against barbarism'            ,2023-11-12,
https://nypost.com/2023/11/12/news/israel-offers-gaza-hospital-evacuation-for-babies/,              Israel offers Gaza hospital evacuation for babies after newborn deaths            ,2023-11-12,
https://nypost.com/2023/11/11/news/tense-day-of-fighting-in-gaza-as-calls-for-cease-fire-grow/,              Gaza sees tense day of fighting in as international community waffles on cease-fire            ,2023-11-11,
https://nypost.com/2023/11/10/news/pro-palestinian-student-group-gives-new-school-an-ultimatum/,              Pro-Palestinian students demand New School cut off Israel conservatory over 'genocide of the people in Gaza'            ,2023-11-10,
https://nypost.com/2023/11/10/news/heavy-fighting-as-israeli-forces-surround-gaza-city-hospitals-they-say-are-hamas-war-hubs/,              Israeli forces close in on Gaza City hospitals they say are Hamas hubs            ,2023-11-10,
https://nypost.com/2023/11/10/news/more-than-750-journalists-sign-letter-condemning-israels-killing-of-journalists-in-gaza/,              More than 750 reporters sign letter condemning 'Israel's killing of journalists in Gaza' as death toll rises            ,2023-11-10,
https://nypost.com/2023/11/10/news/iran-warns-expansion-of-gaza-war-inevitable-officials-say-air-strikes-hit-hospitals/,              Iran warns expansion of Gaza war 'inevitable'; officials say airstrikes hit hospitals            ,2023-11-10,
https://nypost.com/2023/11/09/news/israel-agrees-to-4-hour-daily-pause-in-gaza-to-allow-civilians-to-flee/,              Israel agrees to 4-hour daily pause in Gaza to allow civilians to flee            ,2023-11-09,
https://nypost.com/2023/11/08/news/what-we-know-about-hamas-300-mile-tunnel-system-below-gaza/,              What we know about Hamas' 300-mile tunnel system below Gaza            ,2023-11-08,
https://nypost.com/2023/11/08/news/israel-eliminates-130-hamas-tunnels-in-gaza-as-airstrike-kills-hamas-weapons-maker/,              Israel eliminates 130 Hamas tunnels in Gaza as airstrike kills weapons maker            ,2023-11-08,
https://nypost.com/2023/11/08/news/hamas-leaders-admit-they-hope-for-permanent-war-do-not-care-about-running-gaza/,"              Hamas leaders admit hope for 'permanent' war, no interest in running Gaza            ",2023-11-08,
https://nypost.com/2023/11/07/news/idf-reaches-heart-of-gaza-traps-senior-most-hamas-leader-in-bunker-israel/,"              Israeli army reaches 'heart of Gaza,' traps senior-most Hamas leader in bunker, IDF says: 'Tightening the noose'            ",2023-11-07,
https://nypost.com/2023/11/07/news/hamas-leaders-worth-11bn-live-luxury-lives-in-qatar/,              Hamas leaders worth staggering $11B revel in luxury in US ally Qatar— as Gazans suffer            ,2023-11-07,
https://nypost.com/2023/11/07/news/why-is-al-shifa-hospital-a-main-target-for-israel-in-gaza/,              Hamas puts Gaza hospital at forefront of Israel war with hidden underground terror headquarters            ,2023-11-07,
https://nypost.com/2023/11/07/news/people-cannot-even-imagine-the-scale-of-hamas-tunnel-system-in-gaza-fauda-creator-issacharoff-says/,"              People 'cannot even imagine' the scale of Hamas' tunnel system in Gaza, 'Fauda’ creator says            ",2023-11-07,
https://nypost.com/2023/11/07/news/gaza-city-residents-wave-white-flags-as-they-evacuate-and-israeli-army-circles/,              Gaza City residents wave white flags as they evacuate -- and Israeli army circles: 'Most dangerous trip of my life'            ,2023-11-07,
https://nypost.com/2023/11/07/news/israel-will-take-overall-security-responsibility-of-gaza-for-indefinite-period-after-war-netanyahu-says/,"              Israel will take 'overall security responsibility' of Gaza for ‘indefinite period’ after war, Netanyahu says             ",2023-11-07,
https://nypost.com/2023/11/06/news/israels-ground-invasion-ramps-up-as-gaza-death-toll-surpasses-10k/,"              Israel's ground invasion ramps up as Gaza death toll surpasses 10K, Palestinian officials say            ",2023-11-06,
https://nypost.com/2023/11/06/news/israeli-strikes-on-gaza-intensify-pressure-mounts-over-civilian-casualties/,"              Israeli strikes on Gaza intensify, pressure mounts over civilian casualties            ",2023-11-06,
https://nypost.com/2023/11/05/news/chilling-footage-shows-hamas-operating-out-of-two-gaza-hospitals-says-israel-as-troops-prepare-to-invade-area/,"              Chilling footage shows Hamas operating out of 2 Gaza hospitals, says Israel — as troops prepare ground invasion            ",2023-11-05,
https://nypost.com/2023/11/05/news/israeli-minister-suspended-for-saying-nuking-gaza-was-one-of-the-possibilities/,              Israeli minister suspended by Netanyahu for saying nuking Gaza 'one of the possibilities' of Hamas war            ,2023-11-05,
https://nypost.com/2023/11/04/news/11-pro-palestinian-protesters-arrested-in-london/,              11 pro-Palestinian protesters arrested in London as tens of thousands demand Gaza ceasefire            ,2023-11-04,
https://nypost.com/2023/11/04/news/hamas-leaders-gaza-home-hit-by-airstrike/,              Hamas leader’s Gaza home hit by airstrike            ,2023-11-04,
https://nypost.com/2023/11/04/news/kamala-harris-stepdaughter-ella-emhoff-raising-money-for-gaza/,              Kamala Harris' stepdaughter Ella Emhoff  is promoting an $8M Gaza fundraising campaign            ,2023-11-04,
https://nypost.com/2023/11/03/news/hamas-trying-to-smuggle-wounded-terrorists-out-of-gaza-biden-admin/,              Hamas trying to smuggle wounded terrorists out of Gaza delaying exit of foreign nationals: Biden admin            ,2023-11-03,
https://nypost.com/2023/11/03/news/us-sending-unarmed-drones-over-gaza-to-help-hostage-rescue-effort/,              US sending unarmed drones over Gaza to help hostage rescue effort            ,2023-11-03,
https://nypost.com/2023/11/03/news/bidens-100-million-in-aid-to-gaza-west-bank-at-high-risk-of-diversion-to-hamas-ig-says/,"              Biden’s $100M aid to Gaza, West Bank at 'high-risk' of Hamas seizure: watchdog            ",2023-11-03,
https://nypost.com/2023/11/03/opinion/dems-deadly-gaza-word-games-wray-mayorkas-have-no-remorse-and-other-commentary/,"              Dems’ deadly Gaza word games, Wray, Mayorkas have no remorse and other commentary            ",2023-11-03,
https://nypost.com/2023/11/03/news/will-american-hostages-in-gaza-be-released-by-hamas-biden-says-yes/,              Biden says Americans in Gaza will be 'coming home' after dozens let out            ,2023-11-03,
https://nypost.com/2023/11/03/news/hamas-founders-son-says-deaths-in-gaza-not-israels-fault/,"              Hamas founder’s son compares terror group to Nazis, says death in Gaza 'not Israel’s fault'            ",2023-11-03,
https://nypost.com/2023/11/02/news/after-israels-war-us-urges-quick-planning-for-post-hamas-gaza-strip/,              After Israel's war: US urges plan for governing Gaza Strip after Hamas is eliminated            ,2023-11-02,
https://nypost.com/2023/11/02/news/biden-says-hamas-let-74-us-citizens-leave-gaza-as-hundreds-remain/,              Biden says Hamas let 74 US citizens leave Gaza — but hundreds remain trapped            ,2023-11-02,
https://nypost.com/2023/11/02/business/israels-name-stripped-from-chinese-maps-as-war-rages/,              Online maps from Chinese companies omit Israel's name as war in Gaza rages            ,2023-11-02,
https://nypost.com/2023/11/02/news/israel-envoy-rejects-biden-call-for-gaza-war-pause/,              Israel envoy rejects Biden call for Gaza war 'pause': 'Don't know what that means'            ,2023-11-02,
https://nypost.com/2023/11/01/news/hamas-will-release-some-of-the-400-americans-stuck-in-gaza-biden-says/,"              Hamas will release some of the 400 Americans stuck in Gaza, Biden says            ",2023-11-01,
https://nypost.com/2023/11/01/news/bolivia-severs-ties-with-israel-others-recall-envoys-over-gaza/,"              Bolivia severs ties with Israel, others recall envoys over Gaza            ",2023-11-01,
https://nypost.com/2023/11/01/news/eleven-israeli-soldiers-killed-since-ground-operations-in-gaza-idf/,              Eleven Israeli soldiers killed since expanded ground operations in Gaza: IDF            ,2023-11-01,
https://nypost.com/2023/12/30/news/how-the-israel-hamas-war-in-gaza-could-go-global-in-2024/,              How the Israel-Hamas war in Gaza could go global in 2024            ,2023-12-30,
https://nypost.com/2023/12/28/news/israeli-tanks-advance-into-gaza-town-after-strikes-cause-new-mass-exodus/,              Israeli tanks advance deep into Gaza town after strikes cause new mass exodus            ,2023-12-28,
https://nypost.com/2023/12/28/metro/judi-weinstein-haggai-new-york-native-held-hostage-in-gaza-has-been-killed/,              NY native held hostage in Gaza has been killed — Hamas terrorists still holding body            ,2023-12-28,
https://nypost.com/2023/12/28/news/freed-hostage-mia-schem-i-went-through-a-holocaust-as-a-hamas-captive/,              Freed Israeli hostage 'went through holocaust' in Hamas captivity in Gaza: 'Everyone over there is a terrorist'            ,2023-12-28,
https://nypost.com/2023/12/27/news/idf-pounds-central-gaza-as-fighting-intensifies-in-lebanon/,"              IDF pounds central Gaza as fighting intensifies on Lebanese border, threatens to engulf region            ",2023-12-27,
https://nypost.com/2023/12/27/news/israel-presses-gaza-assault-comms-blackout-hits-rescue-efforts/,"              Israel presses Gaza assault, comms blackout hits rescue efforts            ",2023-12-27,
https://nypost.com/2023/12/26/news/netanyahu-gaza-must-be-deradicalized-like-germany-japan/,"              Gaza must be 'deradicalized' like post-WWII Germany as part of 'prerequisites for peace,' Netanyahu says            ",2023-12-26,
https://nypost.com/2023/12/26/news/israel-is-close-to-dismantling-hamas-in-northern-gaza/,"              Israel is 'close' to dismantling Hamas in northern Gaza but war will last 'many months,' chief warns            ",2023-12-26,
https://nypost.com/2023/12/25/news/hamas-in-control-of-unrwa-aid-group-in-gaza-palestinian-man/,"              Hamas is in control of UNRWA aid group in Gaza, Palestinian man says: recording            ",2023-12-25,
https://nypost.com/2023/12/25/news/netanyahu-visits-troops-in-gaza-were-not-stopping/,"              Netanyahu visits Israeli troops in Gaza, gets briefed on Hamas in civilian areas: 'We're not stopping'            ",2023-12-25,
https://nypost.com/2023/12/25/news/gaza-terrorists-reject-giving-up-power-as-part-of-any-peace-plan-sources/,"              Hamas rejects proposal to end war with Israel, refuses free elections in Gaza            ",2023-12-25,
https://nypost.com/2023/12/24/news/israel-finds-explosive-belts-made-for-kids-toy-chests-with-warheads-in-gaza/,"              Israel finds explosive belts made for kids, toy chests with warheads in Gaza            ",2023-12-24,
https://nypost.com/2023/12/24/news/14-idf-soldiers-killed-in-gaza-combat-as-israel-pays-heavy-price-from-continued-hamas-resistance/,              14 IDF soldiers killed in Gaza combat as Israel contends with continued Hamas resistance            ,2023-12-24,
https://nypost.com/2023/12/23/news/fighting-continues-in-north-and-south-gaza/,              IDF achieves 'full operational control' of northern Gaza as fighting rages across the strip            ,2023-12-23,
https://nypost.com/2023/12/23/news/hamas-claims-three-elderly-israeli-hostages-killed-in-gaza-strike/,              Hamas claims five hostages — including three elderly Israelis — killed in Gaza strike            ,2023-12-23,
https://nypost.com/2023/12/23/news/iran-threatens-to-close-mediterranean-sea-over-gaza-war/,              Iran threatens to close Mediterranean Sea over Gaza war            ,2023-12-23,
https://nypost.com/2023/12/23/news/israeli-strike-kills-76-members-in-one-gaza-family-rescue-officials-say-as-combat-expands-in-south/,"              Israeli strike kills 76 members in one Gaza family, officials say one day after UN chief warned nowhere is safe            ",2023-12-23,
https://nypost.com/2023/12/21/news/northern-gaza-no-longer-has-a-functional-hospital-who-says/,"              Northern Gaza no longer has a functional hospital, WHO says            ",2023-12-21,
https://nypost.com/2023/12/20/opinion/israel-cannot-let-palestinian-authority-run-gaza-or-allow-hezbollah-to-remain-on-border/,              Israel cannot let the Palestinian Authority run Gaza or allow Hezbollah to remain on border            ,2023-12-20,
https://nypost.com/2023/12/20/news/hamas-says-its-top-leader-has-arrived-in-cairo-for-talks-on-the-war-in-gaza/,"              Hamas leader visits Cairo, a sign talks on another Gaza truce and hostage swap are gathering pace            ",2023-12-20,
https://nypost.com/2023/12/19/news/gaza-hospital-chief-admits-to-being-hamas-commander/,"              Gaza hospital chief admits to being Hamas commander, using clinic as military base            ",2023-12-19,
https://nypost.com/2023/12/19/opinion/hamas-hates-palestinians-hoards-millions-while-gaza-suffers/,"              Hamas hates Palestinians, hoards millions while Gaza suffers            ",2023-12-19,
https://nypost.com/2023/12/17/news/former-hamas-hostages-warn-of-colossal-danger-in-gaza-tunnels/,              Freed Hamas hostages warn of 'colossal danger' in Gaza tunnels as they push for cease-fire            ,2023-12-17,
https://nypost.com/2023/12/17/news/black-americans-see-their-struggles-reflected-in-palestine/,              Black Americans' growing solidarity with plight of Palestinians in Gaza            ,2023-12-17,
https://nypost.com/2023/12/17/news/israel-raids-vacation-homes-of-hamas-leaders-discovers-tunnel-under-baby-crib-in-gaza/,"              Israel raids vacation homes of Hamas leaders, discovers tunnel under baby crib in Gaza: 'Gaining operational control'            ",2023-12-17,
https://nypost.com/2023/12/15/news/idf-mistakenly-kills-three-israeli-hostages-in-gaza/,              IDF says it accidentally killed three Israeli hostages in Gaza after mistaking them for Hamas terrorists            ,2023-12-15,
https://nypost.com/2023/12/14/news/masha-gessens-award-suspended-after-essay-comparing-gaza-to-nazi-era-jewish-ghettos/,              New Yorker writer's 'political thought' award suspended after German sponsors pull out over essay comparing Gaza to Nazi-era Jewish ghettos            ,2023-12-14,
https://nypost.com/2023/12/14/news/israel-bombards-gaza-strip-as-it-warns-war-will-last-more-than-several-months/,              Israel bombards Gaza Strip despite US worries about casualties — warns war will last 'more than several months'            ,2023-12-14,
https://nypost.com/2023/12/14/business/how-billionaire-taylor-swift-donates-her-fortune/,              How Taylor Swift -- caught in uproar over Gaza luncheon -- doles out her billions to charity            ,2023-12-14,
https://nypost.com/2023/12/14/news/moment-idf-soldiers-capture-70-armed-hamas-terrorists/,              Moment IDF soldiers capture 70 armed Hamas terrorists at Gaza hospital            ,2023-12-14,
https://nypost.com/2023/12/14/news/israel-strikes-southern-gaza-as-disease-stalks-residents/,              Israel strikes southern Gaza as disease stalks residents            ,2023-12-14,
https://nypost.com/2023/12/13/news/father-of-american-hostage-in-gaza-asks-biden-to-apply-pressure-and-get-a-deal-done-with-hamas-to-free-his-son/,              Father of teen American hostage in Gaza asks Biden to ‘get a deal done’ with Hamas to free his son             ,2023-12-13,
https://nypost.com/2023/12/13/news/10-israel-troops-killed-by-hamas-in-highest-single-day-loss-since-october/,              10 Israeli troops killed by Hamas in Gaza fighting — highest single-day loss of life since October            ,2023-12-13,
https://nypost.com/2023/12/13/lifestyle/menorah-from-famous-1931-photo-made-a-hanukkah-trip-to-israel/,              Menorah from famous 1931 photo with Nazi flag made a Hanukkah visit to Gaza-Israel frontlines            ,2023-12-13,
https://nypost.com/2023/12/13/business/megyn-kelly-calls-for-boycott-on-taylor-swift-after-she-attends-gaza-fundraiser/,              Megyn Kelly calls for boycott of Taylor Swift after she attends Gaza fundraiser comedy show            ,2023-12-13,
https://nypost.com/2023/12/13/news/israeli-army-begins-pumping-seawater-into-hamas-tunnels-report/,              Israeli army has begun pumping seawater into Hamas tunnels in Gaza: report            ,2023-12-13,
https://nypost.com/2023/12/13/news/10-israeli-soldiers-killed-in-gaza-on-tuesday/,              Israel says colonel among 10 soldiers killed in Gaza on Tuesday            ,2023-12-13,
https://nypost.com/2023/12/13/news/kamala-harris-heckled-by-dem-state-lawmaker-madinah-wilson-anton-demanding-gaza-cease-fire-at-holiday-speech/,              Kamala Harris heckled by Democratic state lawmaker demanding Gaza cease-fire during holiday party speech            ,2023-12-13,
https://nypost.com/2023/12/12/news/netanyahu-admits-he-and-biden-are-split-on-future-of-gaza-after-hamas-yes-there-is-disagreement/,"              Netanyahu admits he and Biden are split on future of Gaza after Hamas: 'Yes, there is disagreement'            ",2023-12-12,
https://nypost.com/2023/12/12/business/zara-pulls-ad-campaign-after-critics-said-it-resembled-gaza-dead/,              Zara pulls ad campaign showing mannequins in body bags after critics said it resembled Gaza dead            ,2023-12-12,
https://nypost.com/2023/12/12/news/hunger-rises-in-gaza-as-un-prepares-to-vote-on-ceasefire-resolution/,              Hunger rises in Gaza as UN prepares to vote on ceasefire resolution            ,2023-12-12,
https://nypost.com/2023/12/11/news/hamas-nears-breaking-point-in-northern-gaza-as-israel-surrounds-final-strongholds/,"              Hamas nears breaking point in northern Gaza as Israel surrounds strongholds, kills commanders            ",2023-12-11,
https://nypost.com/2023/12/11/news/aoc-slams-biden-admins-shameful-vote-against-un-ceasefire-push-in-gaza/,              AOC slams US vote against UN cease-fire push in Gaza: 'Shameful'            ,2023-12-11,
https://nypost.com/2023/12/11/news/ex-hamas-hostage-says-captivity-in-gaza-was-like-playing-russian-roulette/,              Israeli mom with 3 year-old twins describes horror of Gaza captivity            ,2023-12-11,
https://nypost.com/2023/12/11/news/israel-battles-militants-in-gazas-main-cities-with-civilians-still-stranded-near-front-lines/,"              Israel battles militants in Gaza’s main cities, with civilians still stranded near front lines            ",2023-12-11,
https://nypost.com/2023/12/10/opinion/uni-leaders-speech-hypocrisy-israel-wants-out-of-gaza-and-other-commentary/,"              Uni leaders' speech hypocrisy, Israel wants out of Gaza, too and other commentary            ",2023-12-10,
https://nypost.com/2023/12/10/news/ex-hamas-minister-blames-gaza-madmen-for-war-says-palestinians-do-not-support-them/,"              Top ex-Hamas minister blames Gaza 'madmen' for war, says Palestinians do not support them            ",2023-12-10,
https://nypost.com/2023/12/10/news/violence-rages-through-gaza-after-us-blocks-latest-push-for-ceasefire/,              Violence rages through Gaza after US blocks latest push for ceasefire            ,2023-12-10,
https://nypost.com/2023/12/09/news/engineering-student-sahar-baruch-held-hostage-by-hamas-is-dead/,"              25-year-old Israeli hostage killed in Gaza, body used in Hamas propaganda video            ",2023-12-09,
https://nypost.com/2023/12/09/news/israeli-soldiers-find-teddy-bear-stuffed-with-rifle-ammo-in-gaza/,"              Not so cuddly: Video shows Israeli forces tear open teddy bear stuffed with rifle, ammo at Gaza school            ",2023-12-09,
https://nypost.com/2023/12/09/news/hamas-using-safe-zone-in-gaza-to-fire-rockets-at-israel-reports/,              Hamas firing rockets from a 'humanitarian' zone set up by IDF in Gaza: reports            ,2023-12-09,
https://nypost.com/2023/12/09/news/us-vetoes-security-council-demand-for-ceasefire-as-fighting-in-gaza-intensifies/,"              Gaza fighting intensifies, US vetoes Security Council demand for ceasefire            ",2023-12-09,
https://nypost.com/2023/12/08/opinion/israel-is-not-morally-required-to-sacrifice-its-people-to-save-gazan-civilians/,              Israel is not morally required to sacrifice its people to save Gazan civilians            ,2023-12-08,
https://nypost.com/2023/12/08/news/palestinians-crowd-into-ever-shrinking-areas-in-gaza-as-israels-war-against-hamas-enters-3rd-month/,              Palestinians crowd into ever-shrinking areas in Gaza as Israel’s war against Hamas enters 3rd month            ,2023-12-08,
https://nypost.com/2023/12/07/news/palestinian-criticizes-hamas-in-al-jazeera-interview-for-taking-aid/,              Elderly Palestinian takes Hamas to task during interview for taking aid from civilians in Gaza            ,2023-12-07,
https://nypost.com/2023/12/07/news/megyn-kelly-rips-white-house-interns-calling-for-gaza-cease-fire/,              Megyn Kelly rips White House interns calling for Gaza cease-fire: 'A bunch of brats'            ,2023-12-07,
https://nypost.com/2023/12/06/news/mia-leimberg-opens-up-about-hamas-captivity-with-her-dog-in-gaza/,              Israeli teen hostage reveals how she protected pet dog for nearly 2 months in Hamas captivity: 'I love you to Gaza and back'            ,2023-12-06,
https://nypost.com/2023/12/06/news/israel-moves-into-gazas-second-largest-city-and-intensifies-strikes-in-bloody-new-phase-of-the-war/,              Israel moves into Gaza’s second-largest city and intensifies strikes in bloody new phase of conflict            ,2023-12-06,
https://nypost.com/2023/12/05/news/gaza-tv-show-seemingly-predicted-hamas-attack-in-2022-what-we-are-preparing/,              Gaza TV show seemingly predicted Hamas attack in 2022: 'What we are preparing'            ,2023-12-05,
https://nypost.com/2023/12/04/news/israel-expands-war-to-all-of-gaza-enlists-largest-infantry-brigade-for-growing-ground-offensive/,"              Israel expands war to all of Gaza, enlists largest infantry brigade for growing ground offensive            ",2023-12-04,
https://nypost.com/2023/12/03/news/how-israeli-forces-take-big-risks-to-avoid-harming-civilians/,              How Israeli forces take big risks to avoid harming Gaza civilians            ,2023-12-03,
https://nypost.com/2023/12/03/news/israel-launches-10000th-airstrike-in-gaza-700-people-reported-killed-in-past-24-hours/,"              Israel launches 10,000th airstrike in Gaza, 700 people reported killed in past 24 hours            ",2023-12-03,
https://nypost.com/2023/12/02/news/muslim-american-voters-vow-to-abandon-biden-over-gaza-war/,              Muslim-American voter group vows to 'Abandon Biden' over Gaza war            ,2023-12-02,
https://nypost.com/2023/12/01/news/israel-resumes-combat-in-gaza-say-hamas-violated-temporary-truce/,"              Israel resumes combat in Gaza, says Hamas violated temporary truce            ",2023-12-01,
https://nypost.com/2024/01/30/news/israel-destroys-gaza-cemetery-where-hamas-operatives-helped-plot-oct-7/,              Israel destroys massive tunnel system under Gaza cemetery where Hamas operatives helped plot Oct. 7            ,2024-01-30,
https://nypost.com/2024/01/29/news/hamas-pulls-out-of-hostage-deal-that-could-have-ended-war-in-gaza-within-months/,              Hamas appears to pull out of hostage deal that could have ended war in Gaza within months: report            ,2024-01-29,
https://nypost.com/2024/01/27/news/why-israel-is-trying-to-kick-the-un-out-of-gaza/,              Israel pushing to oust UN agency from Gaza over staff's ties to Hamas Oct. 7 attacks            ,2024-01-27,
https://nypost.com/2024/01/27/news/the-international-court-of-justice-says-israel-must-prevent-genocide-in-gaza-stops-short-of-ceasefire-order/,"              World Court says Israel must prevent genocide in Gaza, stops short of ceasefire order            ",2024-01-27,
https://nypost.com/2024/01/26/news/the-top-un-court-is-set-to-issue-a-preliminary-ruling-in-a-case-accusing-israel-of-genocide-in-gaza/,"              Top international court stops short of ordering cease-fire in Gaza, demands Israel contain deaths            ",2024-01-26,
https://nypost.com/2024/01/26/opinion/tiktok-is-gen-zs-dangerous-version-of-google/,              TikTok is the new Google for Gen Z as users seek out influencers for answers on everything from medical advice to Gaza war            ,2024-01-26,
https://nypost.com/2024/01/25/news/cia-chief-to-meet-with-negotiators-to-push-gaza-hostage-deal-report/,"              CIA chief to meet with negotiators to broker deal for Hamas to release hostages, cease-fire in Gaza: report            ",2024-01-25,
https://nypost.com/2024/01/25/news/hamas-suspends-hostage-talks-orders-israeli-army-leave-gaza/,"              Hamas suspends hostage talks, demands Israeli army leave Gaza Strip            ",2024-01-25,
https://nypost.com/2024/01/25/news/fauda-star-idan-amedi-goes-home-after-being-badly-wounded-in-gaza-vows-return-to-acting/,              'Fauda’ star injured in Israel's fight says there are Hamas tunnels in 'every Gaza home'            ,2024-01-25,
https://nypost.com/2024/01/24/news/tank-blasts-leaves-at-least-nine-dead-at-gaza-shelter-un-agency-says/,"              Israeli tank strikes kill at least 9 at UN shelter in Gaza, relief agency says: 'Buildings ablaze and mass casualties'            ",2024-01-24,
https://nypost.com/2024/01/24/news/heavy-fighting-in-gazas-second-largest-city-leaves-hundreds-of-patients-stranded-in-main-hospital/,              Heavy fighting in Gaza’s second-largest city leaves hundreds of patients stranded in main hospital            ,2024-01-24,
https://nypost.com/2024/01/23/news/biden-claims-gaza-heckler-is-maga-republican-as-hes-interrupted-10-times-at-rally/,              Biden claims Gaza heckler is 'MAGA Republican' as he's interrupted at least 10 times at rally            ,2024-01-23,
https://nypost.com/2024/01/23/news/israel-says-24-troops-killed-in-gaza-fighting-highest-single-day-toll/,"              Israel says 24 troops killed in Gaza fighting, country's highest single-day toll during war            ",2024-01-23,
https://nypost.com/2024/01/21/news/idf-finds-gaza-tunnel-where-20-hostages-were-held-in-inhuman-conditions/,"              IDF finds Gaza tunnel where 20 hostages, including 5-year-old, were held in 'inhumane conditions'            ",2024-01-21,
https://nypost.com/2024/01/17/news/israeli-strikes-kill-6-gaza-fighters-including-hamas-spy-catcher-military/,"              Israeli strikes kill 6 Gaza fighters, including Hamas spy-catcher: military            ",2024-01-17,
https://nypost.com/2024/01/17/news/plane-carrying-medicine-for-israeli-hostages-lands-in-egypt/,              Medicine flown in for Israeli hostages arrives in Gaza as part of Qatar deal            ,2024-01-17,
https://nypost.com/2024/01/16/news/hamas-gaza-tunnels-at-least-350-miles-long-officials/,              Hamas' tunnels are at least 350 miles long and have turned Gaza 'into a fortress': officials            ,2024-01-16,
https://nypost.com/2024/01/16/business/ben-amp-jerrys-demands-israel-make-permanent-peace-with-hamas/,              Ben & Jerry's board demands permanent cease-fire in Gaza war            ,2024-01-16,
https://nypost.com/2024/01/15/news/israel-pounds-targets-across-gaza-awaits-hamas-word-on-three-hostages/,"              Israel pounds targets across Gaza, awaits Hamas word on three hostages            ",2024-01-15,
https://nypost.com/2024/01/14/news/house-speaker-mike-johnson-calls-to-fire-any-federal-workers-who-take-part-in-planned-walkout-over-gaza-policy/,              House Speaker Mike Johnson calls to fire any federal workers who take part in planned 'walkout' over Gaza policy            ,2024-01-14,
https://nypost.com/2024/01/12/news/gay-jewish-sperm-donor-says-lesbians-ditched-him-over-gaza-war/,              Lesbian couple ditches Jewish sperm donor over Gaza War            ,2024-01-12,
https://nypost.com/2024/01/11/opinion/newsweek-writer-accuses-lloyd-austin-critics-of-racism-the-guardian-fears-gaza-wars-climate-impact-and-more/,"              Newsweek writer accuses Lloyd Austin critics of racism, The Guardian fears Gaza war's ... climate impact, and more             ",2024-01-11,
https://nypost.com/2024/01/11/news/israel-hamas-closer-to-deal-to-deliver-medicine-to-hostages-in-gaza/,"              Israel, Hamas working on deal to deliver vital medicine to hostages in Gaza            ",2024-01-11,
https://nypost.com/2024/01/11/news/netanyahu-slams-world-court-allegations-of-genocide-in-gaza/,              Netanyahu slams 'brazen gall' of World Court after allegations of genocide in Gaza: 'The world is upside down'            ,2024-01-11,
https://nypost.com/2024/01/11/news/israel-faces-genocide-charges-at-world-court-gazans-return-to-wasteland/,              Israel faces genocide charges at World Court; Gazans return to wasteland            ,2024-01-11,
https://nypost.com/2024/01/10/news/fighting-in-gaza-intensifies-despite-israeli-plan-to-scale-back-war/,              Israel ramps up attacks in southern Gaza despite pledge to scale back offensive            ,2024-01-10,
https://nypost.com/2024/01/10/news/idf-raids-luxury-vacation-home-of-hamas-deputy-chief-in-gaza/,              IDF raids extravagant vacation home of Hamas deputy chief living 'a life of luxury' in Gaza            ,2024-01-10,
https://nypost.com/2024/01/09/news/idf-troops-take-out-hamas-fighters-in-close-quarters-gunfight/,              IDF soldiers take out Hamas fighters in chaotic close-quarters Gaza gunfight            ,2024-01-09,
https://nypost.com/2024/01/09/news/blinken-urges-israel-to-limit-civilian-casualties-in-gaza/,              Blinken urges Israel to limit civilian casualties in Gaza            ,2024-01-09,
https://nypost.com/2024/01/09/media/jake-tapper-blasts-racist-israel-official-for-nazis-comment/,              CNN's Jake Tapper blasts 'racist' Israeli official for saying Palestinians in Gaza are 'Nazis'            ,2024-01-09,
https://nypost.com/2024/01/08/news/fauda-star-idan-amedi-seriously-injured-while-deployed-in-gaza/,              Netflix star Idan Amedi seriously injured while deployed in Gaza            ,2024-01-08,
https://nypost.com/2024/01/08/news/palestinians-blame-hamas-for-war-in-gaza-while-stripped-by-idf/,              Palestinians blame Hamas for Gaza war after Israeli soldiers strip them down to underwear            ,2024-01-08,
https://nypost.com/2024/01/08/news/biden-tells-hecklers-hes-pushing-israel-to-get-out-of-gaza/,              Biden tells hecklers he's pushing Israel to 'significantly get out of Gaza'            ,2024-01-08,
https://nypost.com/2024/01/07/news/israel-says-hamas-has-been-destroyed-in-north-gaza/,"              Israel says Hamas has been destroyed in north Gaza, now focusing on central, south: 'We will do this differently'            ",2024-01-07,
https://nypost.com/2024/01/07/news/jordan-warns-us-of-catastrophic-consequences-of-a-continuing-war-in-gaza/,              Jordan warns US of 'catastrophic' consequences of a continuing war in Gaza            ,2024-01-07,
